,Referrer,Day,Hour,Application,Catalog,Discount,Howtojoin,Insurance,Whoweare
527,URI_93,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
528,URI_42,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
529,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
530,URI_9,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
531,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
532,URI_39,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
533,URI_111,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(1.0, 300.0]","(-0.001, 1.0]","(1.0, 300.0]","(1.0, 300.0]"
534,URI_9,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
535,URI_80,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
536,URI_28,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
537,URI_45,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
538,URI_42,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
539,URI_39,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
540,URI_111,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
541,URI_73,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
542,URI_45,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
543,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
544,URI_80,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
545,URI_39,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
546,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
547,URI_42,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
548,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
549,URI_80,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
550,URI_39,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
551,URI_39,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
552,URI_42,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
553,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
554,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
555,URI_45,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
556,URI_111,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
557,URI_111,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
558,URI_9,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
559,URI_111,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
560,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
561,URI_80,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
562,URI_9,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
563,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
564,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
565,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
566,URI_39,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
567,URI_46,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
568,URI_80,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
569,URI_111,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
570,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
571,URI_111,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
572,URI_9,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
573,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]","(1.0, 300.0]"
574,URI_64,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
575,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
576,URI_95,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
577,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
578,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
579,URI_111,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
580,URI_111,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
581,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
582,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
583,URI_0,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
584,URI_42,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
585,URI_55,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
586,URI_42,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
587,URI_5,Thursday,"(6.0, 12.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
588,URI_42,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
589,URI_9,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
590,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
591,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
592,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
593,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
594,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
595,URI_45,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
596,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
597,URI_44,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
598,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
599,URI_39,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
600,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
601,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
602,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
603,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
604,URI_42,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
605,URI_80,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
606,URI_80,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
607,URI_42,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
608,URI_9,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
609,URI_35,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
610,URI_39,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
611,URI_39,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
612,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
613,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
614,URI_9,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
615,URI_119,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
616,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
617,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
618,URI_42,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
619,URI_9,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
620,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
621,URI_0,Thursday,"(12.0, 18.0]","(1.0, 300.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
622,URI_42,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
623,URI_9,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
624,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
625,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
626,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
627,URI_42,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
628,URI_51,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
629,URI_9,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
630,URI_101,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
631,URI_43,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
632,URI_93,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
633,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
634,URI_42,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
635,URI_100,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
636,URI_80,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
637,URI_45,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
638,URI_42,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
639,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
640,URI_110,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
641,URI_42,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
642,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
643,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
644,URI_101,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
645,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
646,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
647,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
648,URI_131,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
649,URI_0,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
650,URI_80,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
651,URI_39,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
652,URI_111,Thursday,"(12.0, 18.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
653,URI_42,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
654,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
655,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
656,URI_126,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
657,URI_110,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
658,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
659,URI_9,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
660,URI_42,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
661,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
662,URI_93,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
663,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
664,URI_39,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
665,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
666,URI_39,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
667,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
668,URI_45,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
669,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(1.0, 300.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
670,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(300.0, 10000.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]"
671,URI_0,Thursday,"(18.0, 24.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(-0.001, 1.0]","(1.0, 300.0]"
