LocalID,PageID,VisitID,PageName,CatName,CatID,ExtCatName,ExtCatID,TopicName,TopicID,TimeOnPage,PageScore,SequenceNumber
661379,3064,6736,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,125,3
661381,3044,6737,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661383,3044,6737,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
661382,3074,6737,cycling abroad,Search,2,Catalog,5,cyclo,4,60,101,2
661384,3436,6737,Ukraine wander Transcarpathian Ukraine holiday 05,Trip,3,undetected,-1,Tourism,1,30,71,4
661385,3387,6739,corsica sardinia,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661388,3049,6740,rafting,Search,2,Catalog,5,rafting,24,60,125,3
661390,3049,6740,rafting,Search,2,Catalog,5,rafting,24,30,78,5
661386,3563,6740,Slovenia Julian Alps,Trip,3,undetected,-1,Hiking,3,420,420,1
661387,3437,6740,Slovenia Austria Alpine Pearls rivers,Trip,3,undetected,-1,rafting,24,60,101,2
661389,3421,6740,Slovenia Austria Alpine Pearls OEK,Trip,3,undetected,-1,rafting,24,60,143,4
661391,3647,6741,26 countries,Search,2,Country,2,In general,1000,60,60,1
661392,3047,6741,mountain expedition,Search,2,Catalog,5,VHT,21,60,101,2
661393,3046,6741,hiking,Search,2,Catalog,5,Hiking,3,120,251,3
661395,3063,6741,expedition,Search,2,Catalog,5,challenging expedition,18,60,156,5
661396,3058,6741,lastminute,Search,2,Catalog,5,Lastminute,101,30,83,6
661397,3052,6741,Far tours,Search,2,Catalog,5,exotica,5,120,353,7
661394,4058,6741,Romania chains for the real rogues tourism 05,Trip,3,undetected,-1,Hiking,3,30,71,4
661398,4009,6741,India from north to south,Trip,3,undetected,-1,exotica,5,30,92,8
661399,3561,6741,Nepal for everyone,Trip,3,undetected,-1,exotica,5,120,383,9
661400,3136,6742,England France Ireland capital Dublin Paris London sightseeing tour,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661401,3044,6743,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661402,3074,6744,cycling abroad,Search,2,Catalog,5,cyclo,4,240,240,1
661403,3691,6745,Scotland on the Isle of Skye Isle of harris lewis,Trip,3,undetected,-1,Tourism,1,30,30,1
661404,3044,6746,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661405,3348,6747,Sardinia island Nurago,Trip,3,undetected,-1,Stays with trips,6,30,30,1
661407,3067,6748,Aeolian Islands,Search,2,Catalog,5,Lipari,10,30,50,2
661406,3721,6748,Elba Corsica Sardinia,Trip,3,undetected,-1,Tourism,1,60,60,1
661408,4267,6749,trips 147,Search,2,Catalog,5,Neni,-1,30,30,1
661409,3044,6750,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661410,3045,6750,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
661411,3245,6750,Greek island of Crete Gods stop to Corfu,Trip,3,undetected,-1,Tourism,1,30,62,3
661412,3044,6751,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661423,3044,6751,TravelAgency,Info,1,homepage,1,In general,1000,30,104,12
661413,3057,6751,hotelbuses,Search,2,Catalog,5,hotelbuses,17,30,50,2
661414,3129,6751,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,60,125,3
661420,3129,6751,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,60,191,9
661421,3045,6751,tours with tents,Search,2,Catalog,5,Tourism,1,30,99,10
661424,3045,6751,tours with tents,Search,2,Catalog,5,Tourism,1,60,213,13
661415,3194,6751,Swedish Lapland Lofoten Norway Nordkapp Finland Baltics Scandinavia grand tour,Trip,3,undetected,-1,Tours with accommodation,8,60,143,4
661416,3148,6751,Baltics Russia Norway Finland Sweden Great Northern Way,Trip,3,undetected,-1,Tourism,1,60,156,5
661417,3128,6751,Norway journey to the far north Lofoten,Trip,3,undetected,-1,Tourism,1,30,83,6
661418,3194,6751,Swedish Lapland Lofoten Norway Nordkapp Finland Baltics Scandinavia grand tour,Trip,3,undetected,-1,Tours with accommodation,8,60,176,7
661419,3169,6751,Norway Norwegian fjords,Trip,3,undetected,-1,Tours with accommodation,8,780,2401,8
661422,3128,6751,Norway journey to the far north Lofoten,Trip,3,undetected,-1,Tourism,1,840,2854,11
661425,3128,6751,Norway journey to the far north Lofoten,Trip,3,undetected,-1,Tourism,1,30,109,14
661426,3044,6752,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661427,3045,6752,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
661428,3185,6752,Morocco Morocco Maghreb tour of Pearl,Trip,3,undetected,-1,Tourism,1,540,1133,3
661429,3230,6752,france mysterious megaliths and islands brittany,Trip,3,undetected,-1,Tourism,1,60,143,4
661430,3667,6753,france mysterious megaliths seashore and countryside Gallic,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661431,3044,6754,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661432,3775,6754,golf,Search,2,Catalog,5,Golf,25,30,50,2
661433,3790,6754,Tunis Tunis Djerba golf camp,Trip,3,undetected,-1,Golf,25,30,62,3
661434,3298,6755,alpine skiing skiing,Search,2,Catalog,5,Ski,9,60,60,1
661435,3093,6755,New Year&#39;s Eve New Year&#39;s Eve 04 05 cross-country Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,30,50,2
661436,3085,6756,National parks and sea greece,Trip,3,undetected,-1,Tourism,1,30,30,1
661437,3298,6757,alpine skiing skiing,Search,2,Catalog,5,Ski,9,60,60,1
661438,3064,6757,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,50,2
661439,3044,6758,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661440,3044,6758,TravelAgency,Info,1,homepage,1,In general,1000,30,50,2
661441,3075,6758,WHOWEARE,Info,4,Who we are,10,In general,1000,30,62,3
661442,3044,6759,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661443,3825,6760,Far to the Middle East Syria Jordan Lebanon,Trip,3,undetected,-1,exotica,5,30,30,1
661444,3044,6761,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661445,3065,6762,CATALOG,Info,4,Send catalog,7,In general,1000,60,60,1
661446,3044,6765,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661447,3046,6765,hiking,Search,2,Catalog,5,Hiking,3,60,101,2
661448,3142,6765,Russian Caucasus and Elbrus Bezing for climbers and hikers (bus),Trip,3,undetected,-1,Hiking,3,240,503,3
661449,3329,6765,Bulgaria Pirin Rila Rodopi holiday 05,Trip,3,undetected,-1,Hiking,3,30,71,4
661450,3044,6766,TravelAgency,Info,1,homepage,1,In general,1000,120,120,1
661452,3044,6766,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
661451,3058,6766,lastminute,Search,2,Catalog,5,Lastminute,101,60,101,2
661453,3058,6766,lastminute,Search,2,Catalog,5,Lastminute,101,30,71,4
661454,3158,6766,climbing school,Search,2,Catalog,5,climbing school,14,60,156,5
661457,3158,6766,climbing school,Search,2,Catalog,5,climbing school,14,30,92,8
661458,3046,6766,hiking,Search,2,Catalog,5,Hiking,3,30,95,9
661455,3427,6766,adrenaline weekends,Trip,3,undetected,-1,climbing school,14,180,502,6
661456,3480,6766,Mont Blanc Gran Paradiso,Trip,3,undetected,-1,Hiking,3,360,1060,7
661459,3044,6767,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661460,3077,6768,Magic Spanish Andalusia,Trip,3,undetected,-1,Stays with trips,6,30,30,1
661461,3216,6769,Ireland &#39;green island&#39;,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661462,3044,6770,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661463,3058,6771,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
661464,3044,6772,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661466,3044,6772,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
661465,3182,6772,alpine skiing skiing,Search,2,Catalog,5,Ski,9,60,101,2
661467,3065,6772,CATALOG,Info,4,Send catalog,7,In general,1000,30,71,4
661468,4269,6773,rafting,Search,2,Catalog,5,rafting,24,30,30,1
661469,3044,6774,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661470,3182,6774,alpine skiing skiing,Search,2,Catalog,5,Ski,9,30,50,2
661471,3308,6774,New Year&#39;s Eve skiing in Durmitor,Trip,3,undetected,-1,Ski,9,30,62,3
661472,3387,6775,corsica sardinia,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661473,3044,6776,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661474,3044,6777,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661475,3045,6777,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
661476,3063,6777,expedition,Search,2,Catalog,5,challenging expedition,18,60,125,3
661477,3052,6777,Far tours,Search,2,Catalog,5,exotica,5,30,71,4
661478,3306,6777,New Guinea cheaply !!!,Trip,3,undetected,-1,exotica,5,30,78,5
661479,3044,6778,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661480,3182,6778,alpine skiing skiing,Search,2,Catalog,5,Ski,9,60,101,2
661481,3047,6778,mountain expedition,Search,2,Catalog,5,VHT,21,30,62,3
661482,3044,6779,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661483,3046,6779,hiking,Search,2,Catalog,5,Hiking,3,1020,1727,2
661484,3191,6779,Austrian mountains Totes Gebirge,Trip,3,undetected,-1,Hiking,3,30,62,3
661485,4270,6780,ancient monuments Greece to stay in tolu,Trip,3,undetected,-1,Stays with trips,6,30,30,1
661486,3044,6781,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661487,3052,6781,Far tours,Search,2,Catalog,5,exotica,5,720,1219,2
661488,3066,6781,DISCOUNT,Info,4,Sales,8,In general,1000,30,62,3
661489,3273,6782,05 Austrian skiing Zillertal Arena,Trip,3,undetected,-1,Ski,9,30,30,1
661490,3046,6783,hiking,Search,2,Catalog,5,Hiking,3,30,30,1
661491,3074,6784,cycling abroad,Search,2,Catalog,5,cyclo,4,30,30,1
661492,3200,6785,Natural parks and sea Perigord France,Trip,3,undetected,-1,Tourism,1,30,30,1
661493,3044,6786,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661495,3185,6786,Morocco Morocco Maghreb tour of Pearl,Trip,3,undetected,-1,Tourism,1,30,62,3
661494,3064,6786,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,101,2
661496,3044,6787,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661498,3044,6787,TravelAgency,Info,1,homepage,1,In general,1000,60,125,3
661499,3075,6787,WHOWEARE,Info,4,Who we are,10,In general,1000,30,71,4
661497,3142,6787,Russian Caucasus and Elbrus Bezing for climbers and hikers (bus),Trip,3,undetected,-1,Hiking,3,360,609,2
661500,3225,6788,Slovenian mountain lakes and seas slovenia,Trip,3,undetected,-1,Hiking,3,30,30,1
661501,3385,6789,Express Beijing delhi india china tibet nepal,Trip,3,undetected,-1,exotica,5,30,30,1
661502,3411,6790,Bulgaria vacation with trips,Trip,3,undetected,-1,undetected,-2,30,30,1
661503,4203,6791,Corsica,Search,2,Catalog,5,Corsica,11,30,30,1
661504,3052,6792,Far tours,Search,2,Catalog,5,exotica,5,30,30,1
661505,3044,6793,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661506,3052,6794,Far tours,Search,2,Catalog,5,exotica,5,60,60,1
661507,3206,6794,Far to the Middle East Syria Jordan Lebanon,Trip,3,undetected,-1,exotica,5,30,50,2
661508,3359,6795,Egypt Land of the Pharaohs (Egypt Sinai),Trip,3,undetected,-1,exotica,5,30,30,1
661510,3116,6796,accommodation with private transportation,Search,2,Catalog,5,Holiday Shipping,13,30,50,2
661509,3127,6796,Norway beautiful hiking trails middle of Norway,Trip,3,undetected,-1,Tours with lightweight tourism,19,120,120,1
661511,3377,6796,Aeolian Islands,Trip,3,undetected,-1,Holiday Shipping,13,300,629,3
661512,3117,6796,Aeolian Islands,Trip,3,undetected,-1,Holiday Shipping,13,30,71,4
661513,4271,6797,trips 109,Search,2,Catalog,5,Neni,-1,30,30,1
661514,3044,6798,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661515,3044,6799,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661516,3044,6800,TravelAgency,Info,1,homepage,1,In general,1000,240,240,1
661518,3175,6800,Alps tourism,Search,2,Catalog,5,Alps,22,120,251,3
661519,3047,6800,mountain expedition,Search,2,Catalog,5,VHT,21,60,143,4
661520,3046,6800,hiking,Search,2,Catalog,5,Hiking,3,120,313,5
661521,3058,6800,lastminute,Search,2,Catalog,5,Lastminute,101,30,83,6
661517,3136,6800,England France Ireland capital Dublin Paris London sightseeing tour,Trip,3,undetected,-1,Tours with accommodation,8,60,101,2
661522,3093,6800,New Year&#39;s Eve New Year&#39;s Eve 04 05 cross-country Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,180,530,7
661523,3212,6800,Slovenia mountains and the sea,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,184,8
661524,3381,6800,Bulgarian national parks and sea Bulgaria holiday 05,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,95,9
661525,3503,6801,stays,Search,2,Catalog,5,Tourist,0,30,30,1
661526,3044,6802,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661527,3074,6802,cycling abroad,Search,2,Catalog,5,cyclo,4,30,50,2
661528,4272,6803,Austrian Steyr and Enns,Trip,3,undetected,-1,rafting,24,30,30,1
661529,3044,6804,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661532,3044,6804,TravelAgency,Info,1,homepage,1,In general,1000,30,71,4
661530,3057,6804,hotelbuses,Search,2,Catalog,5,hotelbuses,17,60,101,2
661531,3503,6804,stays,Search,2,Catalog,5,Tourist,0,30,62,3
661533,3129,6805,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,30,1
661534,3044,6806,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661535,3158,6806,climbing school,Search,2,Catalog,5,climbing school,14,30,50,2
661536,3725,6806,Paklenica,Trip,3,undetected,-1,climbing school,14,30,62,3
661537,3044,6807,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661538,3089,6808,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,30,1
661539,3044,6809,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661540,3056,6809,stays with trips,Search,2,Catalog,5,Stays with trips,6,30,50,2
661541,3044,6810,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661542,3503,6811,stays,Search,2,Catalog,5,Tourist,0,30,30,1
661544,3503,6812,stays,Search,2,Catalog,5,Tourist,0,30,50,2
661543,3343,6812,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,60,1
661545,3044,6813,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661546,3062,6813,n news Trips,Info,4,sends news,6,In general,1000,30,50,2
661547,3065,6813,CATALOG,Info,4,Send catalog,7,In general,1000,120,251,3
661548,3044,6814,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661549,3158,6814,climbing school,Search,2,Catalog,5,climbing school,14,60,101,2
661550,3725,6814,Paklenica,Trip,3,undetected,-1,climbing school,14,30,62,3
661551,3044,6815,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661552,3597,6816,sri lanka,Trip,3,undetected,-1,exotica,5,30,30,1
661553,3078,6817,Mexico Guatemala Belize Honduras,Trip,3,undetected,-1,exotica,5,30,30,1
661554,3214,6818,Bulgaria stay with trips vacation visit to Turkey 05,Trip,3,undetected,-1,Bulgaria,15,30,30,1
661555,3044,6819,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661556,3089,6819,Bulgaria,Search,2,Catalog,5,Bulgaria,15,60,101,2
661559,3058,6819,lastminute,Search,2,Catalog,5,Lastminute,101,30,78,5
661557,3090,6819,Bulgaria stay with holiday trips 05,Trip,3,undetected,-1,Bulgaria,15,30,62,3
661558,3214,6819,Bulgaria stay with trips vacation visit to Turkey 05,Trip,3,undetected,-1,Bulgaria,15,60,143,4
661560,3044,6820,TravelAgency,Info,1,homepage,1,In general,1000,120,120,1
661562,3129,6820,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,30,62,3
661561,3065,6820,CATALOG,Info,4,Send catalog,7,In general,1000,120,203,2
661563,3135,6821,Scotland United circuit Scotland,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661564,3171,6822,France paradise canyons and green heart of France,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,30,1
661565,3044,6823,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661566,3044,6824,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661567,3052,6824,Far tours,Search,2,Catalog,5,exotica,5,30,50,2
661568,3596,6824,thailand large circuit vacation 05,Trip,3,undetected,-1,exotica,5,600,1259,3
661569,3066,6824,DISCOUNT,Info,4,Sales,8,In general,1000,30,71,4
661570,3044,6825,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661571,3327,6826,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
661572,3044,6827,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661573,3957,6828,Austro relaxing week in the Alps ii. achenkirch,Trip,3,undetected,-1,Alps,22,30,30,1
661574,3620,6829,Hungary Harkány thermal and smell of sausages and peppers,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661575,3801,6830,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,30,1
661576,3044,6831,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661577,3044,6832,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661578,4273,6833,mountain expedition,Search,2,Catalog,5,VHT,21,30,30,1
661579,3054,6834,Corsica,Search,2,Catalog,5,Corsica,11,30,30,1
661580,3046,6834,hiking,Search,2,Catalog,5,Hiking,3,120,203,2
661581,4243,6834,Corsica Corsica Tourism announced,Search,2,Catalog,5,Neni,-1,30,62,3
661582,4274,6835,Montenegro,Search,2,Catalog,5,Montenegro,12,30,30,1
661584,3635,6836,53 countries,Search,2,Country,2,In general,1000,30,50,2
661583,3044,6836,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
661585,3044,6837,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661587,3058,6837,lastminute,Search,2,Catalog,5,Lastminute,101,30,62,3
661586,3064,6837,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,101,2
661588,3223,6838,Apuseni Romania,Trip,3,undetected,-1,Hiking,3,30,30,1
661589,3670,6839,04 05 New Year&#39;s Eve New Year&#39;s Eve bikaoský Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,30,30,1
661590,3670,6840,04 05 New Year&#39;s Eve New Year&#39;s Eve bikaoský Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,30,30,1
661591,3410,6841,Hungary Budapest monuments and thermal spas and Bratislava,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
661592,3044,6842,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661593,3044,6843,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661594,4275,6844,Turkey in the sign of the crescent (western Turkey),Trip,3,undetected,-1,Tourism,1,30,30,1
661595,4244,6844,the northern Adriatic Sea and its islands,Trip,3,undetected,-1,Stays with trips,6,60,101,2
661597,3076,6844,Spain French Riviera,Trip,3,undetected,-1,Stays with trips,6,60,143,4
661598,3348,6844,Sardinia island Nurago,Trip,3,undetected,-1,Stays with trips,6,180,469,5
661599,3241,6844,Greek magical island of Corfu,Trip,3,undetected,-1,Stays with trips,6,30,83,6
661596,3064,6844,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,125,3
661600,3044,6845,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661601,3044,6846,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661603,3044,6846,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
661602,3064,6846,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,101,2
661604,3044,6847,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
661605,3046,6847,hiking,Search,2,Catalog,5,Hiking,3,60,101,2
661610,3052,6847,Far tours,Search,2,Catalog,5,exotica,5,120,353,7
661611,3049,6847,rafting,Search,2,Catalog,5,rafting,24,60,184,8
661613,3049,6847,rafting,Search,2,Catalog,5,rafting,24,30,99,10
661606,3142,6847,Russian Caucasus and Elbrus Bezing for climbers and hikers (bus),Trip,3,undetected,-1,Hiking,3,30,62,3
661608,3174,6847,"Morocco Morocco cold country with a hot sun, a tour",Trip,3,undetected,-1,hotelbuses,17,120,313,5
661612,3321,6847,Norway fjords glacier canyons,Trip,3,undetected,-1,rafting,24,30,95,9
661607,3064,6847,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,143,4
